begin
comment source_file_name=OUTCAR_1_10
lattice 15.246000000 0.000000000 0.000000000
lattice 0.000000000 11.884000000 0.000000000
lattice -5.989357159 0.000000000 12.091965796
atom 9.95822 0.98760 10.55649 S 0.0 0.0 -1.201532 3.292748 0.248663
atom -3.12033 7.22344 7.98300 S 0.0 0.0 1.952698 0.343123 2.573233
atom 0.09524 11.36116 2.23688 S 0.0 0.0 -1.308719 -0.943295 -1.432163
atom 12.81782 5.09303 4.17832 S 0.0 0.0 -3.970857 2.876483 2.317294
atom 12.77328 1.07267 4.61517 S 0.0 0.0 -3.867465 -0.198293 -1.376923
atom 0.09183 7.34144 2.07486 S 0.0 0.0 5.292164 0.920900 5.616613
atom -2.50928 11.13647 8.30358 S 0.0 0.0 -3.039404 4.138334 -0.598467
atom 9.70905 5.43589 10.41937 S 0.0 0.0 -2.562406 -0.375837 -0.052719
atom 9.46163 1.48938 6.43526 S 0.0 0.0 -3.074120 -1.268200 0.781948
atom 3.74299 7.06174 0.25589 S 0.0 0.0 -2.786723 1.435364 -2.349917
atom 0.19499 11.31659 6.15237 S 0.0 0.0 3.535661 -4.182703 0.710920
atom 12.36379 5.48625 0.26853 S 0.0 0.0 1.700518 -4.165860 5.245668
atom 12.45159 1.34620 0.53564 S 0.0 0.0 0.702570 0.673260 -3.149585
atom 0.49136 7.22997 6.48221 S 0.0 0.0 -0.264123 -0.544435 -1.393824
atom 3.62170 11.12499 0.32852 S 0.0 0.0 -0.416421 2.161822 -0.553646
atom 9.27588 5.54297 6.32759 S 0.0 0.0 1.385477 -2.803209 0.465841
atom 3.66567 1.56174 7.65306 S 0.0 0.0 -4.127612 -1.727415 3.065200
atom 3.56966 7.53667 10.83025 S 0.0 0.0 -0.502615 -0.697320 1.516042
atom 6.54588 10.97577 4.69055 S 0.0 0.0 1.359164 1.713627 2.914104
atom 6.31482 4.95013 1.40019 S 0.0 0.0 4.223639 8.436790 4.512897
atom 6.70904 0.89719 1.28872 S 0.0 0.0 0.601665 3.989161 4.392954
atom 6.40281 7.15679 5.33420 S 0.0 0.0 -1.088150 -3.219471 -3.103866
atom 3.09247 11.27393 11.50387 S 0.0 0.0 6.897241 3.397975 -7.633727
atom 3.70720 5.26312 7.74929 S 0.0 0.0 -0.487944 0.715059 -3.167237
atom 0.18924 1.49225 9.78159 S 0.0 0.0 0.936597 -1.040027 -0.095239
atom 6.99379 7.31781 8.93312 S 0.0 0.0 -0.721886 -0.364934 0.387100
atom 9.71896 11.42518 2.59410 S 0.0 0.0 0.770579 -0.303075 1.501003
atom 2.92723 5.15972 3.79491 S 0.0 0.0 1.969262 0.672288 -0.871998
atom 2.87048 1.43423 3.89594 S 0.0 0.0 0.790054 -4.724951 -2.391168
atom 9.83125 7.44490 3.05056 S 0.0 0.0 0.229177 -0.670682 -1.090735
atom 6.87068 11.34692 8.70494 S 0.0 0.0 4.331684 0.910396 5.765969
atom 0.12655 5.22322 9.73379 S 0.0 0.0 -2.000340 -0.006363 2.050765
atom 6.41560 3.22308 8.83965 S 0.0 0.0 -0.185650 1.469936 2.411696
atom 0.27106 9.37289 9.66812 S 0.0 0.0 0.233953 -0.769104 0.952888
atom 3.44160 9.11071 3.38701 S 0.0 0.0 -0.927212 1.175369 0.586792
atom 9.33544 3.46427 3.12763 S 0.0 0.0 2.924694 -7.329943 0.374305
